author,name,material,technic,genre,style,v_size,h_size,year,price
Dubovoy Igor,Winter Morning in Amsterdam,paper,watercolor,Landscape,Realism,40,50,Unknown,500
Dubovoy Igor,Winter forest,paper,watercolor,Landscape,Realism,30,60,Unknown,500
Dubovoy Igor,Winter,paper,watercolor,Landscape,Realism,26,61,Unknown,500
Dubovoy Igor,Covered with snow,paper,watercolor,Landscape,Realism,30,40,Unknown,500
Dubovoy Igor,Sunset on the lake,paper,watercolor,Landscape,Realism,30,40,Unknown,500
Dubovoy Igor,Sunset,paper,watercolor,Landscape,Realism,42,56,Unknown,500
Dubovoy Igor,Sunset,paper,watercolor,Landscape,Realism,42,56,Unknown,500
Dubovoy Igor,Mysterious,paper,watercolor,Landscape,Realism,21,56,Unknown,500
Dubovoy Igor,Yellow Venice,paper,watercolor,Landscape,Realism,30,40,Unknown,500
Dubovoy Igor,More stand up,paper,watercolor,Landscape,Realism,40,30,Unknown,500
Dubovoy Igor,Herringbone,paper,watercolor,Landscape,Realism,40,30,Unknown,500
Dubovoy Igor,Breathe deeply,paper,watercolor,Landscape,Realism,25,40,Unknown,500
Dubovoy Igor,Rainy Rome,paper,watercolor,Landscape,Realism,65,22,Unknown,500
Dubovoy Igor,Wild beach,paper,watercolor,Landscape,Realism,56,36,Unknown,500
Dubovoy Igor,The depot,paper,watercolor,Landscape,Realism,40,30,Unknown,500
Dubovoy Igor,Girl and liner,paper,watercolor,Landscape,Realism,30,40,Unknown,500
Dubovoy Igor,Bunch,paper,watercolor,Landscape,Realism,40,30,Unknown,500
Dubovoy Igor,Urban landscape,paper,watercolor,Landscape,Realism,37,65,Unknown,500
Dubovoy Igor,The dying city,paper,watercolor,Landscape,Realism,38,50,Unknown,500
Dubovoy Igor,Here’s a lobster,paper,watercolor,Landscape,Realism,40,55,Unknown,500
Dubovoy Igor,Waterfall,paper,watercolor,Landscape,Realism,48,36,Unknown,500
Dubovoy Igor,In ambush,paper,watercolor,Animals,Realism,35,56,Unknown,500
Dubovoy Igor,Dusk,paper,watercolor,Landscape,Realism,48,36,Unknown,500
Dubovoy Igor,Spring on Zarechnaya Street,paper,watercolor,Landscape,Realism,42,56,Unknown,500
Dubovoy Igor,Venice,paper,watercolor,Landscape,Realism,45,30,Unknown,500
Dubovoy Igor,Budapest,paper,watercolor,Landscape,Realism,48,36,2015,500
Dubovoy Igor,The Brooklyn Bridge,paper,watercolor,Landscape,Realism,36,48,2014,500
Dubovoy Igor,Glare,paper,watercolor,Landscape,Realism,30,50,Unknown,500
Dubovoy Igor,Venezia,paper,watercolor,Landscape,Realism,70,52,Unknown,1070
Dubovoy Igor,Stockholm,paper,watercolor,Landscape,Expressionism,55,21,Unknown,500
Dubovoy Igor,Spring,paper,watercolor,Landscape,Realism,40,50,Unknown,500
Dubovoy Igor,Rome,paper,watercolor,Landscape,Realism,60,21,Unknown,500
Dubovoy Igor,Prague,paper,watercolor,Landscape,Realism,55,45,Unknown,500
Dubovoy Igor,Midday in Pizzo,paper,watercolor,Landscape,Realism,40,30,Unknown,500
Dubovoy Igor,Paris,paper,watercolor,Landscape,Realism,30,40,Unknown,500
Dubovoy Igor,Oxford,paper,watercolor,Landscape,Realism,55,19,Unknown,500
Dubovoy Igor,Orange marina,paper,watercolor,Landscape,Realism,35,56,Unknown,500
Dubovoy Igor,Old tree,paper,watercolor,Landscape,Realism,42,56,Unknown,500
Dubovoy Igor,"Noto, Italy",paper,watercolor,Landscape,Realism,65,25,Unknown,500
Dubovoy Igor,Munich,paper,watercolor,Landscape,Realism,40,50,Unknown,500
Dubovoy Igor,Morning,paper,watercolor,Landscape,Realism,35,50,Unknown,500
Dubovoy Igor,London,paper,watercolor,Landscape,Realism,50,18,Unknown,500
Dubovoy Igor,Just a boat,paper,watercolor,Landscape,Realism,40,30,Unknown,500
Dubovoy Igor,Jazz,paper,watercolor,Portrait,Realism,55,45,Unknown,500
Dubovoy Igor,Theatre square,paper,watercolor,Landscape,Realism,30,40,Unknown,500
Dubovoy Igor,Mill,paper,watercolor,Landscape,Realism,36,48,Unknown,500
Dubovoy Igor,Frauenkirsche,paper,watercolor,Landscape,Realism,60,40,Unknown,770
Dubovoy Igor,Flower,paper,watercolor,Flowers,Realism,56,42,Unknown,500
Dubovoy Igor,Boats,paper,watercolor,Landscape,Realism,42,56,Unknown,500
Dubovoy Igor,What do you need?,paper,watercolor,Animals,Realism,55,45,Unknown,500
Dubovoy Igor,Annecy,paper,watercolor,Landscape,Realism,50,35,Unknown,500
SHiabiev Albert,Tortilla,Canvas,"Oil, acrylic",Animals,Realism,57,72,Unknown,730
SHiabiev Albert,Fish-parrot,Canvas,"Oil, acrylic",Animals,Realism,90,60,2012,860
SHiabiev Albert,Spring has come to the repair shop,Cardboard,Oil,Genre painting,Realism,45,58,2013,980
SHiabiev Albert,Gold fish,Cardboard,acrylic,Still life,Symbolism,69,70,2012,980
Antonova Irina,Music,Fiberboard,Oil,Portrait,,49,37,2005,1110
Antonova Irina,Lake by the water,Canvas,Oil,Landscape,Symbolism,50,60,2016,2450
Antonova Irina,Chinese women,Fiberboard,acrylic,Still life,Symbolism,16,30,2016,500
Antonova Irina,Lobule,Canvas,acrylic,Still life,Symbolism,18,24,2016,500
Fedorova Anna,Tulips and nartsissov.Lev,paper,mixed,Flowers,Naive art,50,70,2016,860
Fedorova Anna,Equilibrium,paper,"acrylic, тушь",Genre painting,Expressionism,70,50,2014,860
Fedorova Anna,Yellow bird,Cardboard,"Oil, acrylic",Animals,Abstract art,40,50,2016,500
Esipova Anna,Autumn mood,Canvas,Oil,Landscape,Realism,55,90,2014,840
Samarceva Alena,Scarf “Moth”,натуральный,Батик,Landscape,,80,80,Unknown,500
Samarceva Alena,Handkerchief “Fabulous Birds”,натуральный,Батик,Animals,,80,80,Unknown,500
Samarceva Alena,Scarf “The Mystery of Water”,Натуральный,Батик,Abstraction,,65,200,Unknown,500
Samarceva Alena,Scarf “Giraffe”,натуральный,Батик,Animals,,42,170,Unknown,500
Samarceva Alena,Scarf “Happy Cat”,натуральный,Батик,Animals,Symbolism,40,170,Unknown,500
Samarceva Alena,Scarf “Breath of Dawn”,Натуральный,Батик,Abstraction,,65,200,Unknown,500
Samarceva Alena,Scarf “tree frog”,натуральный,Батик,Animals,,43,170,Unknown,500
Samarceva Alena,Shawl “Summer Holiday”,натуральный,Батик,Flowers,,80,80,Unknown,
Samarceva Alena,Scarf from the collection “Prosperity”,Натуральный,Батик,Flowers,,43,170,Unknown,500
Samarceva Alena,Scarf “Chrysanthemums”,натуральный,Батик,Flowers,,80,80,Unknown,500
Vorobeva Darya,Sunny Bakhchisaray,Canvas,Oil,Landscape,Impressionism,50,50,Unknown,510
Vorobeva Darya,The streets of Europe. romantic reality,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,45,35,Unknown,500
Vorobeva Darya,Budapest. After the rain,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,50,45,Unknown,500
Vorobeva Darya,A street in Paris,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,50,45,Unknown,870
Vorobeva Darya,Roofs of Venice,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,70,50,Unknown,500
Vorobeva Darya,The view from the window of Europe. Prague,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,50,45,Unknown,500
Vorobeva Darya,Rainy Paris,Cardboard,"acrylic, pastel, watercolor",Landscape,Impressionism,40,30,Unknown,500
Vorobeva Darya,March snow,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,60,80,Unknown,2140
Vorobeva Darya,Evening sparks,Canvas,Oil,Landscape,Impressionism,90,100,Unknown,500
Vorobeva Darya,Taganka,paper,"acrylic, pastel, watercolor",Landscape,Impressionism,60,80,Unknown,2140
Vorobeva Darya,Autumn Starosadsky,Cardboard,"acrylic, pastel, watercolor",Landscape,Impressionism,30,40,Unknown,500
Ostrovskaya Elena,Flecks of sunlight,Cardboard,Oil,Flowers,Impressionism,51,58,Unknown,500
Ostrovskaya Elena,Rowan in sugar,Cardboard,Oil,Flowers,Impressionism,50,70,Unknown,500
Ostrovskaya Elena,It’s time to dandelions,Cardboard,Oil,Flowers,Impressionism,27,27,2016,500
Ostrovskaya Elena,Day-lily,Cardboard,Oil,Flowers,Impressionism,34,45,Unknown,500
Ostrovskaya Elena,Iris,Cardboard,Oil,Flowers,Impressionism,54,24,2016,500
Ostrovskaya Elena,The road to the pier,Canvas,Oil,Landscape,Impressionism,40,50,Unknown,740
Kryukov Ivan,1957 Cadillac Coupe Deville,Canvas,Oil,Genre painting,Conceptual art,50,60,2016,500
Kryukov Ivan,1956 Cadillac Coupe Deville,Canvas,acrylic,Genre painting,Conceptual art,40,55,2016,500
Ostrovskaya Elena,Apple blossom,Cardboard,Oil,Flowers,Impressionism,52,59,Unknown,840
Ostrovskaya Elena,Briar,Canvas,Oil,Flowers,Impressionism,40,40,Unknown,500
Ostrovskaya Elena,Flowering branch,Cardboard,Oil,Still life,Impressionism,48,41,Unknown,500
Ostrovskaya Elena,Old yard,Cardboard,Oil,Landscape,Impressionism,25,35,Unknown,500
Ostrovskaya Elena,Flower rhythm,Canvas,Oil,Flowers,Impressionism,50,50,Unknown,740
Safiullin Albert,Black Sea in April,Canvas,Oil,Landscape,Impressionism,50,70,2015,1290
Safiullin Albert,Big River,paper,Масляная,Landscape,Impressionism,29,47,2015,860
Safiullin Albert,Overgrown pond in the woods,paper,Масляная,Landscape,Impressionism,29,47,2015,500
Safiullin Albert,The sky over Rome – view from the hill Esquilino,paper,Масляная,Landscape,Impressionism,36,48,2016,640
Safiullin Albert,Mediterranean Sea,paper,Масляная,Landscape,Impressionism,39,60,2016,1070
Safiullin Albert,Sunset in the Indian Ocean,paper,Масляная,Landscape,Impressionism,21,25,2015,500
Safiullin Albert,Inevitability of spring,Canvas/cardboard,Oil,Landscape,Impressionism,50,40,2016,1290
Safiullin Albert,Spring forest,Canvas/cardboard,Oil,Landscape,Impressionism,40,50,2016,1290
Safiullin Albert,Storm of emotions,Canvas,Oil,Abstraction,Abstract art,30,40,2015,640
Safiullin Albert,Bouquet,Canvas,Oil,Flowers,Impressionism,30,40,2015,640
Safiullin Albert,Flowers (№ 1),Canvas,Oil,Flowers,Impressionism,50,60,2014,640
Safiullin Albert,"River Pra. Oka Reserve,",paper,Масляная,Landscape,Impressionism,29,47,2014,500
Safiullin Albert,Dzintari. The first snow of the sea.,Canvas,Oil,Landscape,Impressionism,50,70,2014,1710
Safiullin Albert,Misty dawn in July,Canvas/cardboard,Oil,Landscape,Impressionism,40,50,2014,860
Safiullin Albert,Lonely lily in the reeds,Canvas,Oil,Landscape,Impressionism,50,70,2014,1710
Safiullin Albert,№1 picture,Canvas/cardboard,Oil,Landscape,Impressionism,40,60,2013,1290
Egorova Lyubov,Drama,Canvas,Oil,Landscape,Symbolism,100,90,2014,2010
Egorova Lyubov,Christmas. St. Basil’s Cathedral,Canvas,Oil,Landscape,Symbolism,100,90,2014,2010
Egorova Lyubov,Arabesque,Canvas,Oil,Landscape,Expressionism,100,90,2014,2010
Egorova Lyubov,Flight,Canvas,Oil,Landscape,Expressionism,100,90,2014,2880
Egorova Lyubov,Summer day,Canvas,Oil,Landscape,Expressionism,100,90,2014,2010
Egorova Lyubov,Yellow clouds,Canvas,Oil,Landscape,Expressionism,100,90,2014,2010
Egorova Lyubov,Merchants,Canvas,Oil,Landscape,Expressionism,100,90,2014,2880
Egorova Lyubov,Saturday,Canvas,Oil,Landscape,Expressionism,100,90,2014,2010
Egorova Lyubov,Matins. Iver monastery,Canvas,Oil,Landscape,Expressionism,100,90,2014,2880
Egorova Lyubov,Pyaterochka,Canvas,Oil,Landscape,Symbolism,100,90,2014,2010
Vorobeva Darya,View from Starosadsky Lane,paper,watercolor,Landscape,Impressionism,50,45,Unknown,500
Vorobeva Darya,Street in Riga,paper,"acrylic, pastel, Материал:",Landscape,Impressionism,45,35,Unknown,510
Vorobeva Darya,Misty Moscow,paper,"pastel, watercolor",Landscape,Impressionism,35,45,Unknown,500
Vorobeva Darya,Near Ostozhenka,Cardboard,"acrylic, тушь",Landscape,Realism,30,40,Unknown,500
Vorobeva Darya,Waiting for Christmas,Cardboard,"acrylic, watercolor, Материал:",Landscape,Impressionism,30,25,Unknown,500
Vorobeva Darya,Gentle Gurzuf,Canvas,"acrylic, oil, pastel",Landscape,Impressionism,40,50,Unknown,500
Vorobeva Darya,A street in Southern Europe,Cardboard,"acrylic, pastel, Материал:",Landscape,Impressionism,50,40,Unknown,500
Vorobeva Darya,Bronze Prague,Cardboard,"acrylic, watercolor, pastel",Landscape,Impressionism,Unknown,Unknown,Unknown,690
Vorobeva Darya,Stoleshnikov lane,Cardboard,"acrylic, pastel, watercolor",Landscape,Realism,45,35,Unknown,500
Vorobeva Darya,Autumn Prechistenka,paper,"acrylic, watercolor",Landscape,Realism,70,50,Unknown,2140
Vorobeva Darya,Danilov Monastery in Moscow,Canvas,"acrylic, watercolor, oil, тушь",Landscape,Realism,40,60,Unknown,500
Vorobeva Darya,Old streets of Moscow. tower of the Sorcerer,Canvas,"acrylic, watercolor, oil, тушь",Landscape,Realism,50,70,Unknown,500
Vorobeva Darya,Old streets of Moscow. Fashion street,Canvas,"acrylic, watercolor, oil, тушь",Landscape,Realism,50,70,Unknown,500
Vorobeva Darya,Akterkiny ponds. Night,Canvas,"Oil, acrylic",Landscape,Realism,40,50,Unknown,500
Vorobeva Darya,Impression of the southern cities,Cardboard,"watercolor, pastel",Landscape,Realism,30,30,Unknown,500
Vorobeva Darya,Rainy London,Cardboard,"watercolor, тушь",Landscape,Realism,40,25,Unknown,500
Tryndyk Vasiliy,Miryachenie,Canvas,Oil,Genre painting,Conceptual art,30,70,2016,1320
Tryndyk Vasiliy,Two girlfriends,Canvas,Oil,Portrait,Naive art,40,30,2015,840
Tryndyk Vasiliy,Hellouin,Canvas,Oil,Portrait,Naive art,40,30,2015,840
Tryndyk Vasiliy,Girlfriends,Canvas,Oil,Portrait,Naive art,40,30,2015,840
Tryndyk Vasiliy,Walking dogs,Canvas,Oil,Genre painting,Naive art,40,30,2015,840
Tryndyk Vasiliy,Girl with doll,Canvas,Oil,Portrait,Naive art,40,30,2015,840
Tryndyk Vasiliy,With a doll,Canvas,Oil,Portrait,Naive art,40,30,2015,840
Tryndyk Vasiliy,Comet,Canvas,Oil,Genre painting,Conceptual art,30,30,2014,660
Tryndyk Vasiliy,Gravitation,Canvas,Oil,Genre painting,Conceptual art,30,30,2014,500
Tryndyk Vasiliy,Arrival,Canvas,Oil,Genre painting,Conceptual art,30,30,2014,660
Tryndyk Vasiliy,Punishment,Canvas,Oil,Genre painting,Naive art,20,20,2014,500
Tryndyk Vasiliy,Landscape,Canvas,Oil,Landscape,Impressionism,20,20,2014,500
Tryndyk Vasiliy,Samurai,Canvas,Oil,Portrait,Naive art,20,20,2014,500
Tryndyk Vasiliy,Under the moon,Canvas,Oil,Portrait,Naive art,20,20,2014,500
Tryndyk Vasiliy,Stroll,Canvas,Oil,Portrait,Naive art,20,20,2014,500
Dvoryanchikov Sergey,The leader of the Soviet dissident,Fiberboard,Oil,Genre painting,Abstract art,70,40,1975,1930
Doniy Igor,Paleo visit,Canvas,Oil,Abstraction,Abstract art,60,110,1999,3860
Guzenko Pavel,Abstraction,Canvas,Oil,Abstraction,Impressionism,80,20,2014,500
Guzenko Pavel,Simple perfection,Canvas,Oil,Flowers,Impressionism,35,25,2010,500
Guzenko Pavel,White flowers,Canvas,Oil,Flowers,Impressionism,30,30,2016,500
Guzenko Pavel,Still №10,Canvas,Oil,Flowers,Impressionism,30,30,2016,500
Guzenko Pavel,Landscape №5,Canvas,Oil,Flowers,Impressionism,30,40,2016,500
Guzenko Pavel,Landscape №4,Canvas,Oil,Flowers,Impressionism,30,40,2016,500
Guzenko Pavel,Still №8,Canvas,Oil,Flowers,Impressionism,30,40,2016,500
Guzenko Pavel,Still №6,Canvas,Oil,Flowers,Impressionism,40,30,2015,500
Guzenko Pavel,Still №5,Canvas,Oil,Flowers,Impressionism,40,30,2015,500
Guzenko Pavel,Still №3,Canvas,Oil,Flowers,Impressionism,40,30,2015,500
Guzenko Pavel,Lilac Still Life,Canvas,Oil,Flowers,Impressionism,30,40,2015,500
Guzenko Pavel,Lilac bouquet,Canvas,Oil,Flowers,Impressionism,40,30,2015,1070
Guzenko Pavel,Winter evening,Canvas,Oil,Landscape,Impressionism,30,40,2015,500
Guzenko Pavel,Country landscape,Canvas,Oil,Landscape,Impressionism,30,40,2015,500
Guzenko Pavel,Portrait of a woman,Canvas,Oil,Portrait,Impressionism,40,30,2015,500
Guzenko Pavel,House in the village,Canvas,Oil,Landscape,Impressionism,30,40,2015,500
Guzenko Pavel,Landscape №3,Canvas,Oil,Landscape,Impressionism,30,40,2015,500
Guzenko Pavel,Bullfinches,Canvas,Oil,Landscape,Impressionism,40,30,2014,500
Guzenko Pavel,Golden noon,Canvas,Oil,Landscape,Impressionism,30,40,2014,500
Guzenko Pavel,Landscape №2,Canvas,Oil,Landscape,Impressionism,30,40,2014,500
Guzenko Pavel,Ship,Canvas,Oil,Landscape,Impressionism,60,30,2016,500
Guzenko Pavel,Flowers №2,Canvas,Oil,Flowers,Impressionism,60,30,2016,500
Guzenko Pavel,Bouquet,Canvas,Oil,Flowers,Impressionism,40,30,2013,500
Guzenko Pavel,Abstraction,Canvas,Oil,Abstraction,Abstract art,40,40,2012,500
Guzenko Pavel,Blue flowers,Canvas,Oil,Landscape,Impressionism,40,60,2016,500
Guzenko Pavel,Blue flowers,Canvas,Oil,Flowers,Impressionism,40,60,2016,500
Guzenko Pavel,Landscape,Canvas,Oil,Landscape,Impressionism,70,70,2011,500
Akjigitov Ildar,Chrysanthemums,Canvas,Oil,Flowers,Realism,50,60,2016,500
Akjigitov Ildar,North. Old Barn,Canvas,Oil,Landscape,Realism,Unknown,Unknown,2010,1290
Akjigitov Ildar,Leaves fall,Canvas,Oil,Genre painting,Realism,Unknown,Unknown,2015,860
Akjigitov Ildar,Still life with chrysanthemums window,Canvas,Oil,Still life,Realism,Unknown,Unknown,Unknown,2140
Akjigitov Ildar,Floe,Canvas,Oil,Landscape,Realism,62,110,2008,3430
Akjigitov Ildar,Ice drift on Khoper,Canvas,Oil,Landscape,Realism,35,50,2015,1290
Akjigitov Ildar,June day,Canvas,Oil,Landscape,Realism,50,80,2014,500
Akjigitov Ildar,Spring,Canvas,Oil,Landscape,Realism,45,50,2015,500
Akjigitov Ildar,Budva,Canvas,Oil,Landscape,Realism,55,90,2015,500
Bandura Aleksey,18+,Шерсть,Лён,Nude and erotic,Conceptual art,130,110,Unknown,7350
Bandura Aleksey,Inept serenade,Шерсть,Лён,Genre painting,Conceptual art,130,110,Unknown,7350
Jirnov Vladimir,Crows,Fiberboard,Темпера,Landscape,Realism,67,107,2016,2140
Jirnov Vladimir,The tree at road,Fiberboard,Темпера,Landscape,Realism,60,83.5,2016,600
Jirnov Vladimir,Samara courtyard with birds,Fiberboard,Темпера,Landscape,Realism,66,64,2016,510
Jirnov Vladimir,Samara courtyard. First snow,Fiberboard,Темпера,Landscape,Realism,45,66.5,2016,1030
Jirnov Vladimir,"Pushkin and Muse on the day of his 70th birthday on May 26, 1869",Fiberboard,pastel,Genre painting,Expressionism,80,60,2016,2570
Jirnov Vladimir,Don Quixote and Sancho Panza,Canvas/Fiberboard,pastel,Genre painting,Expressionism,80,58,2016,2570
Potapenko Aleksey,Spring in Gurzuf,Canvas,Oil,Landscape,Impressionism,60,80,2016,3000
Potapenko Aleksey,Yalta bouquet,Canvas,Oil,Flowers,Impressionism,65,90,2016,3860
Potapenko Aleksey,Peonies,Canvas,Oil,Flowers,Impressionism,60,70,2016,500
Potapenko Aleksey,Yacht in Yalta,Canvas,Oil,Landscape,Impressionism,50,70,2016,2570
Esipova Anna,Summer bouquet,pastel,paper,Flowers,Realism,49,42,2014,500
Esipova Anna,Morning ray,paper,pastel,Flowers,Realism,50,35,2014,500
Esipova Anna,Spring Street,Canvas/cardboard,Oil,Landscape,Realism,50,40,2016,500
Esipova Anna,Church of the Epiphany. Kalyazin,Canvas/cardboard,Oil,Landscape,Realism,40,50,2016,500
Esipova Anna,Temple of the Volga. Kalyazin,Cardboard,Oil,Landscape,Realism,50,40,2016,500
Esipova Anna,Batiliman,Canvas,Oil,Landscape,Realism,55,90,2014,500
Esipova Anna,Sevastopol bay,Canvas,Oil,Landscape,Realism,60,80,2014,500
Esipova Anna,In the park,Canvas,Oil,Landscape,Realism,35,50,2015,500
Esipova Anna,Spring. South coast,Canvas,Oil,Landscape,Realism,60,80,2015,660
Esipova Anna,Mountain Diva. Simeiz,Canvas,Oil,Landscape,Realism,70,100,2015,1670
Esipova Anna,Gold October,Canvas,Oil,Landscape,Realism,40,50,2015,500
Esipova Anna,Golden evening,Canvas,Oil,Landscape,Realism,40,60,2013,500
Esipova Anna,Ships – giants. bay Inkerman,Canvas,Oil,Landscape,Realism,80,60,2015,660
Esipova Anna,Summer in Crimea,Canvas,Oil,Landscape,Realism,50,35,2015,500
Esipova Anna,Lilies and cherry,paper,pastel,Flowers,Realism,43,62,2015,500
Esipova Anna,Cape Fiolent,Canvas,Oil,Landscape,Realism,60,80,2014,730
Esipova Anna,We fall dancing,paper,pastel,Still life,Realism,65,35,2013,500
Esipova Anna,Sunny Beach. Batiliman,Canvas,Oil,Landscape,Realism,60,80,2015,840
Esipova Anna,Sun in Nizhnesadovom,Canvas,Oil,Landscape,Realism,70,80,2014,840
Esipova Anna,Sun in Hersonissos,Canvas,Oil,Landscape,Realism,70,80,2014,840
Esipova Anna,Cathedral. Kashin.,Canvas,Oil,Landscape,Realism,70,50,2016,500
Nikolaev Dmitriy,Movement towards the spring poliptych,Canvas,acrylic,Abstraction,Abstract art,120,180,Unknown,5140
Nikolaev Dmitriy,Topic N 2,Fiberboard,acrylic,Abstraction,Abstract art,90,125,Unknown,3640
Nikolaev Dmitriy,Happy life,Fiberboard,acrylic,Abstraction,Abstract art,90,120,Unknown,3640
Nikolaev Dmitriy,The vernal equinox,Canvas,acrylic,Abstraction,Abstract art,80,120,Unknown,3640
Nikolaev Dmitriy,The tree of life diptych,Canvas,acrylic,Abstraction,Abstract art,90,125,Unknown,7290
Nikolaev Dmitriy,The summer solstice,Fiberboard,acrylic,Abstraction,Abstract art,70,170,Unknown,3860
Nikolaev Dmitriy,Autumnal equinox,Fiberboard,acrylic,Abstraction,Abstract art,60,160,Unknown,3860
Nikolaev Dmitriy,Tectonics,Fiberboard,acrylic,Abstraction,Abstract art,90,120,Unknown,3640
Nikolaev Dmitriy,Time-out,Fiberboard,acrylic,Abstraction,Abstract art,90,120,Unknown,3640
Nikolaev Dmitriy,Topic N 7,Fiberboard,acrylic,Abstraction,Abstract art,90,120,Unknown,3640
Nikolaev Dmitriy,Gray day,Canvas,acrylic,Abstraction,Abstract art,70,100,Unknown,3000
Nikolaev Dmitriy,Silver moment,Fiberboard,acrylic,Abstraction,Abstract art,90,120,Unknown,3640
Mishagin Andrey,The branch of lilac,Canvas,Oil,Still life,Impressionism,50,60,2015,
Mishagin Andrey,Spring in Samara,Canvas,Oil,Landscape,Impressionism,60,70,2016,500
Mishagin Andrey,In the Bay of Kotor,Canvas,Oil,Landscape,Impressionism,50,60,2016,500
Doniy Igor,Composition,Canvas,Oil,Still life,Abstract art,110,90,2006,3040
Doniy Igor,Untitled,Canvas,Oil,Abstraction,Abstract art,120,100,2013,2740
Doniy Igor,Christmas,Canvas,Oil,Abstraction,Abstract art,105,115,2015,4890
Doniy Igor,Summer impressions,Canvas,Oil,Abstraction,Abstract art,105,115,2015,5140
Doniy Igor,Summer Impressions 2,Canvas,Oil,Abstraction,Abstract art,105,116,2015,5140
Doniy Igor,Still life with crayfish,Canvas,Oil,Still life,Realism,105,115,2015,2060
Doniy Igor,Seashells,Canvas,Oil,Still life,Abstract art,105,116,2009,2440
Dydyshko Oleg,Travelers on a halt,Canvas,Oil,Genre painting,Realism,40,80,2008,500
Dydyshko Oleg,Fruit-piece,Canvas,Oil,Still life,Realism,100,100,2008,4240
Dydyshko Oleg,On r.Klyazme,Canvas,Oil,Landscape,Realism,50,70,2013,1160
Dydyshko Oleg,Bouquet pions on the column,Canvas,Oil,Flowers,Realism,60,80,2014,500
Dydyshko Oleg,Pomum adami,Canvas,Oil,Nude and erotic,Surrealism,70,50,2013,500
Dydyshko Oleg,On the hunt,Canvas,Oil,Genre painting,Realism,40,60,2009,500
Kuznecova Yuliya,Winter bouquet,Canvas,Oil,Flowers,Impressionism,50,60,2016,500
Kuznecova Yuliya,Evening lilac,Canvas,Oil,Flowers,Impressionism,60,65,2010,1930
Kuznecova Yuliya,Fragrant lilacs,Canvas,Oil,Flowers,Impressionism,60,80,2014,2140
Kuznecova Yuliya,Lilies on the Beach,Canvas,Oil,Landscape,Impressionism,65,80,2010,1930
Kuznecova Yuliya,Macy’s suburbs,Canvas,Oil,Landscape,Impressionism,60,65,2013,1710
Kuznecova Yuliya,Spring is coming!,Canvas,Oil,Landscape,Impressionism,65,90,2014,3000
Kuznecova Yuliya,Summer Resident,Canvas,Oil,Landscape,Impressionism,60,80,2014,1200
Kuznecova Yuliya,Jasmine flowers,Canvas,Oil,Landscape,Impressionism,60,70,2014,1290
Kuznecova Yuliya,Paris Boulevard,Canvas,Oil,Landscape,Impressionism,40,50,2014,510
Kuznecova Yuliya,Autumn duo,Canvas,Oil,Flowers,Impressionism,70,90,2014,1500
Kuznecova Yuliya,Childhood flowers,Canvas,Oil,Landscape,Impressionism,60,70,2015,1500
Kuznecova Yuliya,Bells,Canvas,Oil,Flowers,Impressionism,40,40,2016,500
Kuznecova Yuliya,Night rose,Canvas,Oil,Flowers,Impressionism,60,80,2016,1290
Kuznecova Yuliya,Multicolored,Canvas,Oil,Flowers,Impressionism,60,80,2014,1160
Piganov Ilya,Coffee table “Matryoshka”,"МДФ, фотоpaper","Калька, лак",,Naive art,130,45,2002,9430
Piganov Ilya,Table “Print Wizard”,"МДФ, фотоpaper","Калька, лак",,Naive art,190,119,2009,18570
Piganov Ilya,Table “Oriental carpet”,"МДФ, фотоpaper","Калька, лак",,Naive art,90,60,2010,2360
Piganov Ilya,Chest “Untitled”,"МДФ, фотоpaper","Калька, лак",,Conceptual art,50,30,2010,4070
Piganov Ilya,Chess,"МДФ, фотоpaper","Калька, лак",,Conceptual art,80,80,2010,10000
Piganov Ilya,Dedication ERTE,"МДФ, фотоpaper, коврик","Калька, лак",,Naive art,116,40,2010,10000
Piganov Ilya,Harem boy,"МДФ, фотоpaper, коврик","Калька, лак",,Naive art,116,40,2010,10000
Piganov Ilya,Mosaic 2,Новозеландская,Пиганов,Abstraction,Conceptual art,250,350,2012,30000
Piganov Ilya,Europe,Новозеландская,Пиганов,Genre painting,Conceptual art,200,200,2008,10000
Piganov Ilya,Molding,"МДФ, фотоpaper","Калька, лак",Abstraction,Abstract art,20,17,2009,1070
Piganov Ilya,Pale horse,"МДФ, фотоpaper","Калька, лак",Religion and myth,Conceptual art,20,17,2009,1070
Piganov Ilya,Untitled,"МДФ, фотоpaper","Калька, лак",Abstraction,Abstract art,57,52,2001,2060
Piganov Ilya,Pelt,"МДФ, фотоpaper","калька, лак",,Conceptual art,60,60,2011,1800
Kovba Nadya,Emotions,Canvas,Oil,Abstraction,Abstract art,120,120,Unknown,4290
Kovba Nadya,Dance,Canvas,Oil,Abstraction,Abstract art,120,120,Unknown,4290
Bragin Igor,Fruit fancy,Canvas,Oil,Genre painting,Symbolism,50,70,2016,500
Bragin Igor,Harvest Festival,Canvas,Oil,Genre painting,Symbolism,80,80,2016,1500
Bragin Igor,Moneychangers,Canvas,Oil,Genre painting,Symbolism,52,88,2016,1800
